customer_id,avg_download_speed_mbps,avg_upload_speed_mbps,network_uptime_pct,connection_drops_monthly,avg_signal_strength_db,coverage_rating,primary_network_type,data_throttling_events,throttling_duration_hours,roaming_countries_visited,roaming_issues_count,peak_hour_slowdown_pct,congestion_events_monthly,primary_device_type,network_support_tickets,avg_issue_resolution_hours,urban_area,tower_distance_km
CUST_000100,57.86838624597361,10.52165340131598,98.56321987152526,1,-105.59228976258751,Poor,3G,1,4.287460850539754,0,0,12.031669385731517,6,Smartphone,3,25.913480705580064,True,0.8991748800680878
CUST_000101,25.56922064184693,3.281477543075618,94.84158335853596,4,-59.199422708225164,Excellent,4G LTE,0,0.0,0,0,26.04111291467922,6,Tablet,1,5.491599567208686,True,1.7319029545897366
CUST_000102,402.63645126835416,92.6075921446873,83.85499989735007,2,-64.53548707249912,Good,5G,1,10.89164294781502,2,0,9.174291839593002,3,IoT Device,0,7.537557146920266,True,0.6537871376227697
CUST_000103,44.14304004929004,8.707376887489476,83.12783305759824,4,-81.81865567640371,Poor,4G LTE,0,0.0,5,1,8.82224885851973,6,Smartphone,2,22.808984602122788,True,3.3094127774167266
CUST_000104,18.818725763665398,5.514662151313022,99.20513882299214,2,-90.5947407112283,Poor,4G LTE,2,3.6287704366082476,3,0,28.389637380254225,7,Smartphone,3,13.649709217230761,True,4.50231211937699
CUST_000105,79.31885970394792,18.225138593275034,90.68792747456092,2,-96.08937970074533,Poor,5G,0,0.0,1,0,21.356636847858137,2,Smartphone,6,28.67375949544725,True,0.4008584346804614
CUST_000106,162.71224091013605,37.720311186108326,88.60017287167724,4,-74.81472129214869,Fair,4G LTE,2,2.1747413934845956,1,0,9.416347564101205,8,Smartphone,1,17.59148569302893,True,2.109351222598112
CUST_000107,142.63613770296027,33.5495584863756,97.29914831183095,4,-79.8049788517323,Fair,5G,1,0.42143764239184267,4,0,38.830071489345734,5,Smartphone,0,15.186659461086634,False,3.9247655973457367
CUST_000108,93.27680842021866,11.692292424651587,92.26144781081769,3,-79.79802682866828,Fair,4G LTE,0,0.0,2,0,24.48575771256902,8,Tablet,1,35.06898492243905,True,1.8359180948310818
CUST_000109,124.454057262601,35.092724944652005,92.76817292745112,2,-67.09753293801683,Good,4G LTE,1,0.33341344260418904,0,0,16.315580909347595,7,Smartphone,5,35.21244176559116,True,0.40584732791862754
CUST_000110,25.20472201990925,4.5544703680825736,94.01872934246897,3,-74.28143208475534,Fair,4G LTE,1,24.190544305933933,2,1,15.350221776949697,2,Smartphone,1,49.63873977706387,True,0.5461594122477659
CUST_000111,467.87570577572995,70.72624885035373,98.47058128811095,2,-68.53500000635901,Good,4G LTE,2,2.5296335776211154,2,0,25.04751334950777,5,Smartphone,1,10.744836587433976,True,0.49023674613378104
CUST_000112,56.51905466667797,6.076884573944503,91.97802982004508,3,-70.38346060391228,Fair,4G LTE,2,7.873083338885477,1,4,15.233270624258422,7,Smartphone,3,43.51049915039184,True,0.6154888430437067
CUST_000113,54.2046843010116,13.234520855731127,99.14077704921104,3,-105.80552910320513,Poor,4G LTE,2,10.561573615668907,2,0,6.11337824570042,11,Smartphone,1,22.61935390188274,True,2.802729820461236
CUST_000114,63.9633837245483,14.475430589049196,91.1152734319688,3,-63.60607640282767,Good,5G,0,0.0,3,2,18.026777306562476,5,Smartphone,0,35.806960053433606,True,2.518659458686926
CUST_000115,47.075012949296855,8.175390247452109,88.81572141627414,2,-85.84477424988593,Poor,4G,0,0.0,0,0,7.076955592633922,8,Smartphone,1,179.00967573136214,True,1.599532461872668
CUST_000116,129.47429611354917,21.930137873823202,89.64863619600494,4,-67.04485855791972,Good,4G LTE,1,1.5216642971396523,1,1,14.54828675926779,5,Smartphone,0,15.348398390652141,True,0.2988088126133432
CUST_000117,57.51106771437847,12.489921025746108,89.75340921249074,5,-61.929475445328436,Good,5G,0,0.0,4,0,9.457346168497494,3,Smartphone,0,11.546694240460605,False,18.0731091599515
CUST_000118,29.36284056473358,3.402237807954277,88.40529060140699,0,-65.57732684872038,Good,5G,0,0.0,2,1,29.739463822311475,4,Smartphone,1,152.2971665944713,True,0.0337596810751564
CUST_000119,8.713178074488901,2.531757355379991,89.85643159349776,4,-57.272637416071746,Excellent,4G LTE,3,2.142727574603929,3,0,10.241674661144607,4,Tablet,1,5.716680518698998,True,0.13410335492013026
CUST_000120,19.52247098133323,2.943967529671471,90.09958232908245,1,-81.58112267659891,Poor,3G,2,2.0067387422477005,2,2,5.861910472678953,5,Smartphone,0,59.877244574854686,True,0.028154152907584957
CUST_000121,69.9396949323511,11.521745330472172,93.92105035172365,2,-60.74408169607847,Good,4G,2,2.5668225089665873,3,1,21.52442858582104,5,Mobile Hotspot,2,28.14253974999195,True,3.6700098171016236
CUST_000122,56.503792278191526,9.600654199322298,84.8259738865263,7,-55.33053661825122,Excellent,4G LTE,0,0.0,3,0,15.14023314071847,1,Smartphone,3,23.539914203343898,True,1.5506971276908563
CUST_000123,54.797254615932346,14.543646309684886,92.06132103720522,5,-64.69041382141675,Good,4G,2,7.182600556004676,0,0,40.76744366955753,4,Smartphone,4,14.082871094684773,True,4.4111225094543
CUST_000124,65.29367537790262,7.289925664206642,97.55701662503057,8,-81.27051189063944,Poor,4G LTE,2,9.449615666944318,3,0,26.231192317339953,3,Smartphone,1,62.29484018280061,True,2.117569562480205
CUST_000125,57.71684631054819,11.173714641728653,94.68978603754,2,-83.47712787333704,Poor,5G,3,8.13199537879471,1,0,32.822498983450444,4,Smartphone,1,20.437824982576473,True,3.109734562484294
CUST_000126,225.75079048262504,58.84881974025,91.88596476274519,4,-81.47404740785841,Poor,4G LTE,1,0.4545095665445034,3,0,9.087530086189943,5,Smartphone,4,1.9310230867420475,True,0.13216651590929052
CUST_000127,24.874004626745517,6.7268095307639335,81.57245100317245,1,-77.21638753142545,Fair,5G,0,0.0,1,0,50.10874975858655,5,Smartphone,1,20.197381883898966,True,3.403120711625226
CUST_000128,84.15732418604095,18.631967536299626,91.3295991363969,3,-67.52126919736051,Good,5G,1,8.287232669441646,1,1,44.902876602125104,0,IoT Device,2,18.885183854430917,True,1.7221854280458542
CUST_000129,535.2368644615955,92.17456829894518,97.29365467068817,4,-76.66125062676136,Fair,4G LTE,1,15.57703251865927,2,1,15.252923175433445,4,Smartphone,2,13.043809376920999,False,3.973547678829679
CUST_000130,71.46480287819534,16.47754542605681,77.8363007505105,1,-66.25590000899034,Good,5G,1,19.088125904793795,1,0,17.447818283202885,3,Tablet,2,10.793201536721373,True,0.8994773871705171
CUST_000131,61.27513510930385,9.364198443778784,85.53767176599081,1,-65.83682749510179,Good,4G LTE,0,0.0,2,0,24.13033476359829,4,Smartphone,4,20.710588151815987,True,5.908036686914841
CUST_000132,232.2657182509375,29.85514084235978,92.02435779319005,4,-62.7376706664718,Good,5G,0,0.0,1,0,41.445688660167335,10,Smartphone,3,23.949156008643644,False,2.1429626946867684
CUST_000133,130.8514110346987,19.07419667851415,93.4177287967392,0,-91.84640454242569,Poor,5G,0,0.0,1,0,14.413319602920454,3,Tablet,3,21.49859087469855,True,2.3873532911420146
CUST_000134,58.2677384079974,14.187368804611124,94.23470580423053,6,-82.40525175378762,Poor,4G LTE,0,0.0,4,0,32.20762119950411,7,Smartphone,0,6.671771840195388,True,3.1611811654708015
CUST_000135,20.05948582345408,5.325520303367752,89.27791969324122,0,-89.7160760014426,Poor,4G,0,0.0,2,1,2.970409837414541,4,Smartphone,3,39.33777139008679,True,2.7602724561673715
CUST_000136,44.83702334644148,7.015092385569982,90.20487883205813,3,-61.94475243282191,Good,5G,1,3.6362624877985277,1,1,17.213098115530308,5,Smartphone,1,48.22181566962862,True,3.031389801083549
CUST_000137,107.68739497812231,29.101341415767536,93.30121551873899,5,-80.69740319327593,Poor,4G LTE,0,0.0,2,2,40.08955203223454,7,Smartphone,2,0.9928954544834216,True,2.5103945099157228
