customer_id,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,tenure,monthly_charges,total_charges,churn
CUST_000033,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,11,28.35230326434107,334.50053866951316,1
CUST_000034,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),5,83.37168582635269,430.40790017519396,1
CUST_000035,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29,80.71315414158899,2316.3328818540763,0
CUST_000036,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2,82.75362751183783,139.8898260025111,1
CUST_000037,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),72,97.93939807842841,6992.492672440309,0
CUST_000038,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,72,53.72057118286805,3851.5606585181636,0
CUST_000039,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,3,73.15509393586514,288.24575025520545,1
CUST_000040,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two years,No,Electronic check,2,75.06981045379001,84.23375442916692,1
CUST_000041,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),12,66.33154677723994,766.6571627461951,0
CUST_000042,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72,79.11891070277272,5742.870923844417,0
CUST_000043,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,12,86.16076358971114,1080.1028868375915,0
CUST_000044,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,10,82.72017466070031,791.1747203920042,1
CUST_000045,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),29,96.80471055612506,2865.517610509196,1
CUST_000046,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),4,75.70811167357722,281.09759883916615,0
CUST_000047,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,10,65.95370222869306,602.0740431907144,0
CUST_000048,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),8,69.2078827694393,628.5786617058302,1
CUST_000049,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,22,73.91683279251895,,0
CUST_000050,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),4,54.658389257970455,210.24048394096624,0
CUST_000051,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19,30.813715312980836,594.2020776852661,0
CUST_000052,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,46,99.16854701487559,4513.256952888734,0
CUST_000053,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yearly,Yes,Credit card (automatic),17,77.92765093918116,1296.6748865869777,0
CUST_000054,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),27,59.39585983891804,1675.5333071174439,0
CUST_000055,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,1,86.52170364080848,179.4783366743785,0
CUST_000056,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),14,51.76947210165811,669.1141038229572,0
CUST_000057,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2,58.72958004016536,97.99123144776267,1
CUST_000058,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,21,75.95887515813786,1595.3557914085186,0
CUST_000059,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),7,67.7324510693712,484.16185074857196,0
CUST_000060,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),8,35.94615524769557,240.04995938771538,1
CUST_000061,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),1,30.99174292517202,63.51376808778268,1
CUST_000062,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,8,56.222543446199964,486.0797977875066,0
CUST_000063,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),16,60.501693842583755,1010.5426906478793,0
CUST_000064,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),21,79.08886203778827,1698.489310746954,1
CUST_000065,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),1,104.68611918169071,,1
CUST_000066,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,25,85.06315179933274,2176.1065881123254,1
CUST_000067,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),16,81.3340385951047,,0
CUST_000068,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18,23.82561171084367,354.6672549313521,0
CUST_000069,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42,59.45603608783798,2423.311376209976,0
CUST_000070,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),10,79.68765901563603,812.3053281273089,0
CUST_000071,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,4,62.93459576621791,316.02930691301145,1
CUST_000072,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,19,73.96884745913277,,0
CUST_000073,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),69,61.10761433016225,4245.841173659776,0
CUST_000074,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),17,69.2204081459231,1123.7924686516872,0
CUST_000075,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,42,83.69629381011478,3518.6114910170404,0
CUST_000076,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),33,77.81036290329769,2624.8473056737616,1
CUST_000077,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),17,43.01728782649785,753.5844683175368,1
CUST_000078,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25,82.94952881621322,2078.9703364977636,0
CUST_000079,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),12,62.14795873480816,775.4817760214399,0
CUST_000080,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,18,100.08873589758247,1812.9243090119733,0
CUST_000081,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),16,53.93446530005547,921.6783647138817,0
CUST_000082,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,,Yes,Electronic check,29,65.59857716466281,1913.648115173112,0
CUST_000083,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,12,40.14826947786685,480.2418561853569,0
CUST_000084,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2,40.580040905838466,28.79198199361641,1
CUST_000085,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),37,18.25,735.9695921911726,0
CUST_000086,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),27,98.93368152665344,2624.1884498669665,0
CUST_000087,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,71,88.57912091530815,6300.991503108198,0
CUST_000088,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),13,45.57019210567204,632.4603005947392,1
CUST_000089,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1,78.24458434595401,167.71137577761817,0
CUST_000090,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3,102.4830119669745,318.7805069195439,1
CUST_000091,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),35,43.9046314665336,1606.2267119724581,0
CUST_000092,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,1,59.14388684309634,60.51320624670391,0
CUST_000093,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,57,85.1117656902237,4823.349303231924,0
CUST_000094,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),7,47.901548674738216,473.631922698945,1
CUST_000095,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,54,82.95931532419286,4418.8986987008175,1
CUST_000096,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,35,60.11321605262097,,0
CUST_000097,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),49,31.731585850756073,1636.2660527010305,1
CUST_000098,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),5,75.3382854203043,347.95130505658335,0
CUST_000099,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),21,85.03654412729654,1818.2598293259962,1
CUST_000100,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,2,55.69112915332923,41.494547874202894,0
CUST_000101,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,5,77.62180321398861,417.76063117137227,0
CUST_000102,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),8,72.40336943522298,595.3319308733164,0
CUST_000103,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,32,108.54967645352717,3516.91335510562,0
CUST_000104,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,1,76.70726154795472,56.508361062096974,0
CUST_000105,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,56,74.17102271344704,4161.528499022484,0
CUST_000106,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,92.2228003391196,116.03653395801615,1
CUST_000107,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,11,65.29536006912976,693.8258063070797,0
CUST_000108,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,2,90.22985461311691,,1
CUST_000109,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35,35.413695111035246,1245.9862552841964,0
CUST_000110,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,87.56115295653126,279.9021574752152,1
CUST_000111,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51,67.33987981893635,3392.6949768772865,0
CUST_000112,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),18,80.4218702768531,1365.0265902122558,0
CUST_000113,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),71,47.106426109657264,3277.239213695881,0
CUST_000114,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,8,59.613783919134804,506.72599576449693,1
CUST_000115,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,14,87.90244408416402,1191.119677306813,0
CUST_000116,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,28,102.12281715874025,,1
CUST_000117,Yes,No,Fiber optic,No,No,No,No,No,Yes,,No,Mailed check,42,90.31677090224368,,1
CUST_000118,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,13,55.698374948672,,0
CUST_000119,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,53,76.15651725527545,4057.6109466992702,1
CUST_000120,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3,102.60903665905977,340.6112237509014,1
CUST_000121,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29,53.201659983004255,1598.0493203804465,1
CUST_000122,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,10,65.63901775488446,671.9761353549814,1
CUST_000123,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),2,75.65793970090512,,1
CUST_000124,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,11,30.80620023894422,310.59742201235395,0
CUST_000125,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,50,51.61680009181349,2532.0293898922664,1
CUST_000126,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),72,59.83661262933316,4282.946447901855,0
CUST_000127,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,11,52.69893009842461,563.3703616168898,0
CUST_000128,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52,60.66360214669826,3136.1490570786837,0
CUST_000129,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),17,106.13697928301059,1861.6607741873997,1
CUST_000130,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,30,75.00803487557855,2114.4528592132297,0
CUST_000131,Yes,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,1,84.39559661541136,73.70898418933322,1
CUST_000132,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,19,78.9742681358835,1537.675119421768,1
CUST_000133,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,59.409989663213224,94.74814615811243,1
CUST_000134,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),7,94.13376815552677,617.9897408054541,0
CUST_000135,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,20,81.30941203284243,1713.1241315049517,0
CUST_000136,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,39,54.21981458348925,2045.3851301958096,1
CUST_000137,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),19,74.87156626075799,1405.0614022491739,1
CUST_000138,Yes,No,DSL,No,No,Yes,No,Yes,No,Monthly,Yes,Electronic check,66,54.13672310599313,3557.5323008112246,0
CUST_000139,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,39,66.10334461434033,2562.0379316911412,1
CUST_000140,Yes,Yes,DSL,No,No,No,No,No,No,Yearly,Yes,Bank transfer (automatic),4,37.96761635428176,219.85548657602047,1
CUST_000141,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,11,72.77606952593447,801.3349159368801,0
CUST_000142,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),26,115.21894921194495,3011.681453263471,1
CUST_000143,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),66,80.286199417302,,0
CUST_000144,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72,50.51413748986238,3605.038812564129,1
CUST_000145,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,34,65.38628283806332,2215.3971183839208,0
CUST_000146,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,20,85.99336167209306,1803.6706297653561,0
CUST_000147,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33,36.97112893472118,1238.9594013847031,0
CUST_000148,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,7,39.021083240434535,218.3987326631209,0
CUST_000149,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,8,65.77313766779412,483.3671687879363,1
CUST_000150,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,25,44.494750898673175,1156.9654158682085,1
CUST_000151,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49,49.738512587254,2380.713409158748,0
CUST_000152,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72,71.58650678423075,5130.57898393815,1
CUST_000153,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,10,103.99075423243987,,1
CUST_000154,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),38,92.04196697885156,3498.2758205264945,1
CUST_000155,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),45,85.017247404468,3899.937012856206,0
CUST_000156,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23,18.25,297.21912971529486,0
CUST_000157,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yearly,No,Bank transfer (automatic),10,96.65846626637395,990.6820212903295,0
CUST_000158,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),23,94.6903103635369,2163.747994409509,0
CUST_000159,Yes,Yes,DSL,No,No,No,Yes,No,No,Two years,Yes,Mailed check,21,68.28937846037876,1499.9273580881759,0
CUST_000160,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,22,70.49987188924314,1539.215825486846,1
CUST_000161,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23,54.70697145105289,1247.9278802695485,0
CUST_000162,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,45,75.20289278808454,3383.926346149561,0
CUST_000163,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,4,87.48709329293092,316.8913405489167,0
CUST_000164,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),10,98.3189003606733,953.6433700062856,1
CUST_000165,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21,63.14843172197665,1318.6692811926248,1
CUST_000166,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),7,96.21963459965522,755.7860637698575,1
CUST_000167,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,72,73.22797958257456,5247.847037409822,0
CUST_000168,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,7,101.2763789642969,674.5597839798754,1
CUST_000169,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,15,90.8384332969172,1342.569094134212,0
CUST_000170,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50,69.98895590175961,3499.617596882604,0
CUST_000171,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,2,76.03821349235268,241.698655697905,0
CUST_000172,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,41,115.60235967375466,4701.507482935664,0
CUST_000173,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20,57.89559702679805,1282.8665880013555,1
CUST_000174,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,1,55.91017170406782,78.52513932745214,0
CUST_000175,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55,56.7611598032546,3071.847482400747,0
CUST_000176,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1,39.1126635559804,18.8,0
CUST_000177,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),17,31.219171671979197,433.90343066413664,0
CUST_000178,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1,77.059931232882,82.39402649179632,1
CUST_000179,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,1,93.05972364096169,145.63648692541466,1
CUST_000180,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,52,78.74960971027593,,0
CUST_000181,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34,78.49690920383286,2709.0352828586947,1
CUST_000182,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),5,40.39111789392396,223.37995352913143,0
CUST_000183,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23,38.59994334178019,948.3054212862664,1
CUST_000184,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37,18.294434150890254,627.9071702271071,0
CUST_000185,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,52,69.40297206106177,3653.098657945652,0
