customer_id,gender,senior_citizen,partner,dependents,billing_phone_service,billing_multiple_lines,billing_internet_service,billing_online_security,billing_online_backup,billing_device_protection,billing_tech_support,billing_streaming_tv,billing_streaming_movies,billing_contract,billing_paperless_billing,billing_payment_method,billing_tenure,billing_monthly_charges,billing_total_charges,billing_churn,usage_monthly_data_gb,usage_monthly_calls,usage_monthly_sms,usage_peak_hour_usage_pct,usage_international_calls,usage_roaming_usage_gb,usage_video_streaming_gb,usage_social_media_gb,usage_gaming_gb,usage_web_browsing_gb,usage_unique_apps_used,usage_avg_session_duration_min,customer_care_support_calls_count,customer_care_support_chat_count,customer_care_support_email_count,customer_care_avg_resolution_time_hours,customer_care_first_call_resolution_rate,customer_care_complaint_count,customer_care_primary_complaint_type,customer_care_customer_satisfaction_score,customer_care_escalation_count,customer_care_avg_response_time_min,crm_customer_segment,crm_lifetime_value,crm_acquisition_channel,crm_last_login_days_ago,crm_app_usage_frequency,crm_email_open_rate,crm_sms_response_rate,crm_promotion_usage_count,crm_payment_delays,crm_autopay_enabled,crm_referrals_made,crm_referred_by_friend,crm_plan_changes_count,crm_service_additions_count,social_has_social_account,social_social_mentions_count,social_social_sentiment,social_online_reviews_count,social_avg_review_rating,social_website_visits_monthly,social_mobile_app_rating,social_forum_posts_count,social_community_member,social_brand_mentions_positive,social_brand_mentions_negative,social_follower_count,social_is_influencer,network_avg_download_speed_mbps,network_avg_upload_speed_mbps,network_network_uptime_pct,network_connection_drops_monthly,network_avg_signal_strength_db,network_coverage_rating,network_primary_network_type,network_data_throttling_events,network_throttling_duration_hours,network_roaming_countries_visited,network_roaming_issues_count,network_peak_hour_slowdown_pct,network_congestion_events_monthly,network_primary_device_type,network_network_support_tickets,network_avg_issue_resolution_hours,network_urban_area,network_tower_distance_km
CUST_000011,Male,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,49,103.07366993971849,5075.671884637354,1,28.473625392595206,39,109,26.929602009750564,5,0.918547475212405,40.53519808621248,1.6020716217409432,0.3840611943889172,4.246951989236292,33,14.456692911477807,1,1,0,9.023114566484631,0.8618748407142103,1,Service,4.923813987604627,1,12.215726885160189,Basic,4907.99323751888,Partner,1.841799447420037,Weekly,0.513460109088964,0.1130617971337124,2,0,True,2,False,1,0,True,2,Negative,0,,2,3.0841217683356046,1,False,1,0,55.55596506374005,False,68.13702322078633,11.66914469853184,97.594747760278,3,-68.00470026108673,Good,4G LTE,0,0.0,2,0,30.0897529126154,3,IoT Device,0,30.98693974046413,True,3.0833156269953483
CUST_000012,Female,1,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,50,61.97664953552432,3165.5092832817145,1,59.13778346355976,36,137,24.57307604877071,1,0.3073185671876376,29.66055597620258,2.054227971997555,4.045974958286312,0.596519996656923,32,22.91007678141636,2,2,2,34.86325734454769,0.6699394127946345,3,,2.572434554565754,0,19.35550241019857,Basic,1569.8452796323809,Store,0.9062550544816452,Daily,0.4364083850524994,0.2252275697248594,6,0,False,1,False,2,3,False,0,No Data,1,4.448959431679539,6,4.003891301145475,2,False,0,0,0.0,False,47.21862975744489,11.727229827495831,87.16196532582792,3,-83.52466011177061,Poor,3G,1,0.3747272068233614,3,0,2.3059766778921493,3,Smartphone,3,42.55775894179798,True,4.208794582097074
CUST_000013,Female,1,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,39,82.72012526791654,3220.033197125796,0,5.280630019392739,39,105,32.1303004083988,6,0.0047769672305461,5.339213363324569,6.430654948209165,1.5117480370340015,0.2466775384304779,26,8.27016470825054,1,3,0,6.229422510498673,0.3421624329240441,0,Network,3.821931589475179,0,17.305723445374948,Basic,6574.026721286563,Online,0.8062940024470805,Daily,0.1356418509588755,0.5527946063156958,2,1,True,0,False,2,1,False,0,No Data,0,,2,4.173117101338865,1,False,0,0,0.0,False,40.21824470058165,4.345650020192918,89.35191436903102,5,-77.04336227558103,Fair,4G,0,0.0,1,0,21.377811924999936,9,Tablet,1,10.29829211848725,True,4.761837825666619
CUST_000014,Male,0,Yes,No,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,6,23.675174802715063,105.17482476364376,1,146.01286942460138,58,138,34.62517901459298,1,1.297486352811262,12.115763588975208,0.7758380366809488,1.8369439136476295,0.5385402131843227,24,14.259821767967855,5,3,0,15.854876765373076,0.835514238615331,0,Technical,3.3401227318382745,0,25.051427917897737,Standard,13819.662742348435,Online,3.317919735783067,Weekly,0.6101040971225161,0.3505732113125172,5,0,True,0,False,2,1,True,0,Positive,0,,13,,1,True,1,0,37.25775042193612,False,44.71624658151322,6.313370950659992,84.80136538847127,5,-68.40867214258421,Good,5G,1,0.2539895108692697,2,0,22.61207825580812,9,Tablet,0,3.3062933991961865,False,6.309520685253472
CUST_000015,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),11,59.297005902398254,647.4699487298589,1,42.31635870938074,41,127,29.18233320385793,5,0.4491484555485968,11.955434992210003,0.8207334111516446,1.101166214287937,1.421231571859939,27,19.24982404996497,2,1,0,78.28108024939061,0.1560290529163471,0,Service,4.869748250841138,0,26.81905660139832,Basic,76.00511420330132,Referral,11.579899809912217,Monthly,0.4467727946711205,0.1746161656674481,4,1,False,0,False,2,2,False,0,No Data,0,,8,4.55709178383483,2,False,0,0,0.0,False,31.761705174645886,6.051207853384002,99.06484926932087,1,-84.12564066900404,Poor,4G LTE,4,0.6261019378136423,3,2,16.91828866795782,5,Smartphone,1,29.61052160799145,True,3.2374899924238263
CUST_000016,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),32,55.30416236501343,1683.7909333184846,1,2.8485630664648904,40,111,24.76860219948789,3,0.586232204175027,18.293897174511624,6.481738920393271,0.3458685559561646,1.6471061306760586,33,7.104948155040313,4,1,0,10.815825976511578,0.6679493117246503,1,Technical,4.852060749055606,0,18.44567474750927,Standard,549.2583111188396,Online,9.72733593113658,Monthly,0.6749685661245991,0.2438614692894222,1,0,True,0,False,1,1,True,3,Neutral,0,,3,,1,False,1,0,22843.809188766765,True,34.79347427945321,9.01695927483691,84.5116634589998,6,-55.07154527486112,Excellent,5G,1,8.710371041738842,4,0,14.736618393085427,5,Smartphone,1,4.849767761182153,True,0.512484988328792
CUST_000017,Male,0,Yes,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),16,66.87874406605334,1129.5968099316858,0,4.507692728460475,56,119,26.65282051863197,3,0.8673700217587402,8.897810714036114,4.050178410837487,1.2359723849437587,6.865415958355157,29,13.267920633174237,3,0,1,9.046643030510944,0.7407795553052035,1,Network,3.765235701363782,1,29.3614225457463,Standard,847.8742077956558,Referral,1.5386380249639475,Weekly,0.7689876523211747,0.2592756834042096,5,2,True,0,True,1,1,False,0,No Data,0,,7,,1,True,0,0,0.0,False,57.34556817751437,9.53723463514224,88.91209956013863,1,-62.98118094111569,Good,4G LTE,1,1.784466169709437,2,1,25.159444166949307,5,Smartphone,3,33.66633998148292,True,0.7695925425958395
CUST_000018,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,4,62.90375879777005,234.17060629213915,1,26.781113981681337,48,113,36.6928917754481,2,0.8534666658301948,3.023723120584483,3.3294133356327658,1.1200636718538282,0.9838908509521448,24,15.509138337959415,1,2,2,9.51801701478514,0.546200224347995,0,,3.684304367257466,0,21.225070027688844,Enterprise,1172.0855839130638,Online,5.355952068383216,Rarely,0.3236264995182619,0.2285176896278475,1,0,False,0,False,3,1,True,3,Positive,1,5.0,5,,0,False,0,1,52149.1908524452,True,96.28716608211542,27.431994456822537,83.84176104671542,1,-81.06646950797249,Poor,4G LTE,1,6.274723829332353,0,0,21.361442213481293,2,Smartphone,0,22.136537497741543,True,0.9506112116217342
CUST_000019,Male,1,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),6,66.5117710264224,,0,8.251386025700489,46,112,49.37995785731651,2,0.0394160263545609,8.888821745527386,1.6468169625817757,0.9414833709899983,3.794642067474177,32,13.916396275224493,1,1,0,9.631148648195303,0.3541286261641234,0,Service,3.465144126728676,0,23.99939366303416,Basic,427.270664181817,Partner,3.1408330488532967,Daily,0.4254046003126026,0.2233882042297268,2,6,True,0,False,0,1,False,0,No Data,1,3.989274566440797,4,,1,True,0,0,0.0,False,12.378527427093063,2.958884628631656,87.4638323881341,0,-67.06908907631716,Good,4G LTE,1,3.8143256011249465,3,1,6.50137362895756,5,IoT Device,1,25.555494884491942,True,2.434756212139201
CUST_000020,Male,0,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),72,66.6975752416734,4770.248169533475,0,33.78191012525435,35,116,42.71606412275285,1,0.4266489206994874,12.832496486843084,3.221917660741514,0.3542799621483357,6.75882446668176,23,15.403537898229636,0,0,1,5.838392215624896,0.583283162007307,0,Network,3.840540793741584,0,19.80302864266273,Enterprise,3412.619968359228,Call Center,12.479688974249378,Daily,0.5105027761251834,0.1998362572227871,3,0,False,0,True,1,1,True,1,Neutral,1,5.0,5,2.6464615179521074,1,True,0,0,55.165500345215406,False,87.40842163863456,17.44361190512055,97.05094443317005,8,-75.84859492708108,Fair,4G LTE,0,0.0,3,2,20.75016659134801,3,Smartphone,1,5.542112977722133,False,7.054711290698856
CUST_000021,Female,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,3,71.6920195578511,215.90488058296884,0,7.495859776326645,47,135,7.183004614452345,1,0.5957662991843853,1.5610396935066708,1.236926615248105,0.3054582881558865,5.828457333180709,23,23.58567642549993,1,2,0,2.6236492383657137,0.8153147612621241,0,Network,3.846173960357283,1,26.682944738195,Basic,4371.510203730635,Call Center,11.413682613524015,Daily,0.3383943587818144,0.2015391662094814,4,1,True,1,False,3,0,False,0,No Data,0,,7,,1,False,0,0,0.0,False,56.79271953665933,12.188527628291522,94.54163881872852,3,-71.63387744260892,Fair,4G,2,19.497944672419013,2,0,9.435549885630705,8,IoT Device,3,16.539914719347255,False,4.552654138140148
CUST_000022,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),31,84.79118995956763,2634.5080397863526,0,5.625900960530639,37,122,46.20591191706436,1,0.0447547589092263,9.023354723821951,2.086876642802668,0.4099238787386512,0.6655673068322292,28,22.234694088871898,1,2,2,13.796726799212005,0.1681741854845108,0,Service,4.870513330160152,0,18.9303606256842,Basic,234.6378632869896,Call Center,11.63016492734115,Monthly,0.3197789275672508,0.2999117602322544,1,1,False,0,False,1,0,False,0,No Data,0,,5,3.433765026866692,0,False,0,0,0.0,False,59.71361233272611,12.799744465597229,73.50211242068018,2,-74.66178143476034,Fair,4G LTE,0,0.0,0,0,11.488344973602922,10,Mobile Hotspot,3,17.131819992295096,True,3.7433307702962098
CUST_000023,Male,1,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),15,63.37052669461461,943.2526975934276,0,11.700842763360043,55,122,6.073737208070802,9,0.1257720962503359,7.459980367649031,1.535976967990563,0.3745437142369957,0.984345766867194,26,37.82207915383683,2,3,0,5.920845824218694,0.649813223840731,2,,4.132840367290929,0,15.334834233361857,Standard,2355.9124723227083,Online,5.214984281796161,Monthly,0.5448951725072463,0.3982414287849599,3,1,False,0,False,0,1,True,1,Neutral,1,5.0,10,4.185083939562456,1,True,0,0,5.872751826007915,False,9.067833240424644,2.032137486995844,93.78367298093112,3,-84.232593574311,Poor,4G LTE,1,20.2361235367424,1,1,20.00974882057988,3,Smartphone,1,26.82115013858526,True,1.183110029183149
CUST_000024,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,33,98.18326551172709,,0,527.7923786087073,34,130,25.915386865175737,5,0.2519369701666868,19.13733289683049,0.4015620926685648,0.0810285274902321,0.1679578852668665,18,17.665808540123127,1,0,0,6.0131571465911255,0.2574943153924037,0,Network,3.6503454842949465,0,26.96320954662105,Premium,324.8437368746925,Online,11.53234311402628,Daily,0.1399726380865093,0.2183178568302888,4,1,True,2,True,1,0,False,0,No Data,0,,4,4.405443727749624,1,True,0,0,0.0,False,128.053609661073,32.696205807121515,95.19020404246405,4,-79.09132807446615,Fair,5G,2,4.370381916250279,1,1,13.17977657438388,2,Smartphone,1,13.244981855087284,False,8.088048021140965
CUST_000025,Male,1,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),25,80.16272031562735,2031.5559754740848,0,6.721059010069608,44,108,36.56306641859125,6,1.0880866439416816,3.7402504735311455,1.1110798548452026,1.6208931792825385,1.9808245220035,29,9.394621248833287,1,1,1,12.544178834883647,0.5722240424906377,0,Network,5.0,0,18.187362260199656,Basic,1555.607735893483,Store,9.25295909984538,Monthly,0.4043874300273345,0.4979536788896506,3,0,True,1,False,1,2,True,1,Negative,0,,3,3.9003435027449824,0,False,1,0,20.152050887865464,False,77.52278602753513,19.63797656637268,85.75493109955548,2,-69.402528295882,Good,3G,2,21.717919256353927,1,0,23.5702422897684,8,IoT Device,1,47.703261953577496,True,0.3533913376775422
CUST_000026,Female,0,Yes,No,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),13,52.24513387430393,624.2529527098255,0,70.58885782703254,51,123,54.59226814422817,3,0.9506757922395176,2.383739173351773,5.864679919060667,0.4608569001726565,1.5589904503118417,22,6.961305704856692,0,2,1,5.803377080071295,0.5565064234478997,0,Network,3.136491655484534,1,22.829377327787416,Standard,459.0497380734061,Call Center,5.207558495872439,Monthly,0.1041167275950826,0.2339712151403953,4,1,True,0,True,2,0,True,1,Negative,0,,4,4.846244673695024,2,False,2,0,661.8825188226647,False,57.65809499148853,11.081015822482902,78.91698290176026,6,-63.76418237182877,Good,4G LTE,0,0.0,3,1,13.341856638655887,3,Smartphone,0,18.00749015506577,True,1.328522583267947
CUST_000027,Male,1,No,No,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),10,80.76153228932773,818.8748939542418,1,9.41413799392738,53,121,14.976693151434606,3,0.7618664057242109,7.898291032804573,3.0036256131475203,1.2263438916704328,2.364377041043618,26,39.0939131005541,2,0,2,21.566865814218666,0.8299899463877236,0,Network,2.7123569964813625,0,24.04356941659765,Standard,2930.1448888262034,Call Center,10.37213370099668,Weekly,0.1439655800253288,0.1087806351904882,5,2,False,0,True,2,3,False,0,No Data,0,,8,3.986100751870661,0,False,0,0,0.0,False,37.62587370934823,7.249657330534768,89.34625650602709,1,-61.47816655924059,Good,4G LTE,0,0.0,1,0,16.23857338230158,2,Tablet,3,35.14156518167856,True,6.980696006663097
CUST_000028,Female,1,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),33,77.33255538632497,2536.081183135811,0,18.3779676901669,42,123,40.21854879633989,4,2.316615707003992,10.21440598094162,0.1433777715686157,0.3283991521139904,1.836789915686595,27,19.47334095153018,0,3,0,2.7560733946016724,0.4747345120403921,1,Billing,4.8251646597158375,2,9.585293077462952,Standard,3197.0226782659984,Store,3.3109001371710205,Weekly,0.3265951141269662,0.1180514488583541,5,1,True,1,False,1,1,True,1,Neutral,0,,8,3.5452086016625817,0,False,1,0,6083.123636021676,False,14.865957974204278,3.102266707333448,86.39727200483878,1,-88.5008881459494,Poor,3G,1,3.965403171264762,1,0,12.69644373365581,7,Smartphone,1,9.351815931105966,True,2.0702555429872813
CUST_000029,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,9,77.8155306344891,600.4403770745229,0,22.752514086577253,41,114,41.13276889793132,5,0.1389692818840443,9.396200891892583,2.3825650009597297,0.9213442641049924,3.993139417495136,20,23.335894486127398,3,2,1,7.8802453034408035,0.8046731583553308,2,Network,4.369260783203868,1,16.20237464199084,Standard,1206.0516465019866,Store,10.592786945205352,Monthly,0.221270624859233,0.0119820264231595,1,0,True,0,False,0,1,True,2,Neutral,0,,1,4.165283683914366,0,False,0,1,5126.110846378148,False,67.48710493916786,9.264502459720568,92.3284903743715,4,-100.3344607312413,Poor,4G LTE,0,0.0,2,0,10.417020662524411,6,Smartphone,0,47.30388845786656,False,4.743144368308969
CUST_000030,Male,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),37,68.24691390818882,2470.970652774047,0,18.876067999212687,43,136,13.530399488253986,2,0.3153818743989716,7.950846424108224,3.2643495460845906,0.0352889983356053,3.3245006232606933,22,30.2114604680838,0,1,2,3.332871670322536,0.6059122821331011,1,Network,4.623010715476431,0,10.966619562946148,Standard,5140.4820891414265,Online,6.835506717767931,Rarely,0.1613546596352449,0.2617174346152452,2,1,True,0,False,0,0,True,2,Positive,2,3.3530366083830248,3,,1,False,1,1,82.49156355323063,False,44.935897764859554,9.9523870177129,85.35713425907213,4,-83.75538364839966,Poor,4G LTE,2,8.013552395045918,2,0,19.074257918965262,2,Smartphone,0,7.585171170892354,True,0.7915640339632841
